TOKENS;AI;GAMING;MEMES;top;Symbol;1h%;24h%;7d%;Volumen (24h) USD;Volumen (24h) Tokens;ACC. CIRCULACION;CAP. USD;Precio USD;Alameda Research;Arrington XRP Capital;Binance Labs;Blockchain Capital;CMS Holdings;Coinfund;DCG;DeFiance Capital;DWF Labs;eGirl Capital;Fabric Ventures;Fenbushi Capital;Multicoin Capital;Pantera Capital;Paradigm;Placeholder Ventures;Play_To_Earn;Polychain Capital;Three Arrows Capital;USV;BITCOIN;CARDANO;ETHERIUM;SOLANA;TRON;OTHER
AI CODE;0;0;1;3095.0;AICODE;-2.0;-6.07;-36.71;339908.0;259617.0;1025570.0;1342746.0;1.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ta-da;1;0;0;3194.0;TADA;0.43;0.78;-29.21;275963.0;1671554.0;48930000.0;8078023.0;0.1651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Chimpzee;0;0;1;3195.0;CHMPZ;3.56;-2.5;1.03;274574.0;1636941765.0;8166407715.0;1369798.0;0.0001688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Any Inu;0;0;1;2918.0;AI;0.03;1.16;-27.97;545129.0;21509577114.0;420690000000.0;10661784.0;2,53E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
el gato;0;0;1;3704.0;ELGATO;1.94;6.24;-30.36;106688.0;851832369.0;9997471496.0;1252141.0;0.0001252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Chromia;0;1;0;240.0;CHR;0.78;-0.09;-22.13;8990226.0;29612029.0;812434439.0;246935019.0;0.3039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Magic Internet Money;0;0;1;2953.0;MIM;4.01;-31.66;125.91;485012.0;346336162.0;999875663.0;1400233.0;0.00141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
DOGE-1SATELLITE;0;0;1;6145.0;DOGE-1SAT;-2.8;1.24;-12.6;1101.0;4650495.0;100000000.0;23679.0;0.0002368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Evermoon;0;0;1;6321.0;EVERMOON;0.65;-0.71;-39.02;745.0;9437866.0;719980000.0;56843.0;7,90E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DeFrogs;0;0;1;1417.0;DEFROGS;-0.25;-2.14;-25.8;534317.0;1770.0;10000.0;3013213.0;301.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Red The Mal;0;0;1;3322.0;RED;0.76;8.79;29.08;204273.0;8574312.0;99680315.0;2374763.0;0.02382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOGITA;0;0;1;4109.0;DOGA;3.67;36.05;-1.0;51075.0;8238039170.0;100000000000.0;619985.0;6.2e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
canwifhat;0;0;1;4137.0;CAN;0.29;28.05;-24.6;48106.0;13419230.0;100000000.0;358486.0;0.003585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HarryPotterTrumpHomerSimpson777Inu;0;0;1;5975.0;ETHEREUM;2.61;1.22;-25.51;1660.0;1184577.0;1000000000.0;1401276.0;0.001401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Badluckbaby;0;0;1;5525.0;BLBY;1.02;6.82;39.65;4351.0;7127386.0;300000000.0;183129.0;0.0006104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
WOOF;0;0;1;1550.0;WOOF;3.12;9.32;-3.73;49652.0;471688641.0;17902999424.0;1897942.0;0.000106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Commune AI;1;0;0;3117.0;COMAI;-0.3;-8.1;-35.07;325413.0;399663.0;65000000.0;52924258.0;0.8142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Doge Killer;0;0;1;654.0;LEASH;1.08;2.68;-17.03;4029268.0;10245.0;106354.0;41991147.0;394.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
bozoHYBRID;0;0;1;3992.0;BOZO;3.67;12.95;-20.29;62396.0;3719021.0;799969400.0;13421546.0;0.01678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
HyperGPT;1;0;0;2536.0;HGPT;-0.95;0.61;-24.06;4697493.0;68396185.0;306559702.0;21054711.0;0.06868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DarkShield Games Studio;1;1;0;2898.0;DKS;0.97;12.64;-5.78;590948.0;2324466068.0;1073204810.0;272840.0;0.0002542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GameFi.org;0;1;0;466.0;GAFI;0.05;3.45;-16.54;642138.0;82654.0;10945063.0;84884297.0;7.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
BitBrawl;0;1;0;3006.0;BRAWL;-2.6;-7.38;-62.4;430765.0;338290123.0;969550000.0;1234587.0;0.001275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
The Dons;0;0;1;1711.0;DONS;-0.0;0.37;-8.88;75806.0;615296950.0;8150000000.0;1004095.0;0.0001232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MARS4;0;1;0;1326.0;MARS4;0.12;-6.7;-11.41;288653.0;167027985.0;2483082772.0;4313587.0;0.001728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
PepeCoin;0;0;1;2568.0;PEPECOIN;1.64;8.14;-30.52;3048878.0;620873.0;133769420.0;656892294.0;4.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XCarnival;0;1;0;1533.0;XCV;-1.37;-6.56;-29.38;222938.0;87148490.0;790640622.0;2022936.0;0.002557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
MEGAWEAPON;0;1;0;4112.0;WEAPON;0.12;3.74;-14.07;51153.0;76380.0;10000000.0;6697198.0;0.6697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Mantle Inu;0;0;1;4619.0;MINU;-0.28;-1.05;-25.63;21448.0;4240725.0;420690000.0;2127644.0;0.005046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POGAI;0;0;1;2441.0;pogai;1.79;-24.75;31.8;53822180.0;541754631719.0;99900000000.0;9924854.0;9,94E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Grok 1.5 GROK;0;0;1;4538.0;1.5;2.5;6.14;33.05;24205.0;19553463276.0;420690000000.0;520760.0;1,24E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Army of Fortune Gem;0;1;0;4510.0;AFG;-2.73;-1.56;-17.87;25253.0;1564321.0;38000000.0;613443.0;0.01614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Monku;0;0;1;2675.0;MONKU;7.02;-35.14;-83.71;1459073.0;4415409162.0;999999025.0;330450.0;0.0003305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TwoTalkingCats;0;0;1;2958.0;TWOCAT;32.5;66.42;81.95;486417.0;113286496.0;999992136.0;4293653.0;0.004294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
BUBCAT;0;0;1;4120.0;BUB;0.85;-9.36;-49.07;50065.0;180719712.0;1000000000.0;277034.0;0.000277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SonicWifHat;0;0;1;2983.0;SONICWIF;0.44;0.41;-59.04;464612.0;4197252667.0;1000000000.0;110694.0;0.0001109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Perro Dinero;0;0;1;3187.0;JOTCHUA;0.64;-20.24;845.42;280408.0;69729963.0;1000000000.0;4021342.0;0.004021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DogeBonk;0;0;1;6330.0;DOBO;0.0;-1.89;-20.75;737.0;552059.0;420690000.0;561624.0;0.001335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SLERF;0;0;1;266.0;SLERF;0.87;0.09;22.84;132647755.0;317535462.0;499997750.0;209269487.0;0.4177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Unix Gaming;0;1;0;1404.0;UNIX;0.33;0.99;-34.89;15834.0;1915463.0;384723122.0;3180254.0;0.008266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KittenWifHat;0;0;1;2847.0;KITTENWIF;0.61;-2.02;-17.71;703134.0;166157510.0;1000000000.0;4231730.0;0.004232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Gameswap;0;1;0;1123.0;GSWAP;1.72;4.97;-33.97;28519.0;39813.0;11899665.0;8523916.0;0.7163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pink;0;0;1;4206.0;PINK;0.15;0.55;-38.56;41497.0;15361116.0;1581051916.0;4271089.0;0.002701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XRPCHAIN RIPPLE;0;0;1;6208.0;CHAIN;3.25;5.62;349.48;971.0;4296.0;10000000.0;2259565.0;0.226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SQUIBONK;0;0;1;6419.0;SQUIBONK;0.0;10.47;-90.92;610.0;135447.0;1000000.0;4502.0;0.004502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GameZone;0;1;0;961.0;GZONE;-2.13;1.88;-20.83;25517.0;1470023.0;840117285.0;14581198.0;0.01736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DxChain Token;1;0;0;1413.0;DX;-0.08;-2.68;-11.93;14695.0;237265496.0;50000000000.0;3094068.0;6,19E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TRUMP;0;0;1;4602.0;TRUMP;1.21;-5.29;6.28;21949.0;2244600918.0;46999000000.0;459581.0;9.77e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Book of Meme 2.0;0;0;1;6254.0;BOME2;0.0;0.01;-11.92;851.0;404831417.0;69696910476.0;146489.0;2,10E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hypr Network;0;1;0;1666.0;HYPR;1.67;-4.42;-15.09;2399.0;145156.0;71819593.0;1186819.0;0.01652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Fusionist;0;1;0;377.0;ACE;0.21;-5.83;-35.51;22138469.0;4058654.0;21969520.0;119580095.0;5.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Doodoo;0;0;1;2836.0;DOODOO;0.34;1.27;-21.03;742375.0;972291.0;4000000.0;3054127.0;0.7635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DegenDuckRace;0;1;0;2883.0;$QUACK;1.52;-20.68;36.55;621229.0;1736104842.0;88135000.0;31537.0;0.0003578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Normie;0;0;1;2494.0;NORMIE;3.61;13.91;-30.88;7767828.0;122958757.0;420690000000000.0;26576779136504.0;0.06317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Reddit;0;0;1;3793.0;RDDT;-4.01;12.11;-16.35;89638.0;14816502.0;1000000000.0;6049885.0;0.00605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BilliCat;1;1;1;3590.0;BCAT;0.34;9.48;-0.73;126848.0;21925741.0;100000000.0;578534.0;0.005785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WoofWork.io;0;0;1;3081.0;WOOF;-0.66;1.49;-8.14;352916.0;1310549263.0;7900000000.0;2127380.0;0.0002693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Monsta Infinite;0;1;0;1505.0;MONI;-0.86;1.27;-23.22;523047.0;34116339.0;142965613.0;2202455.0;0.01533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
xPET tech;0;1;0;2573.0;XPET;0.01;1.06;-27.53;2996666.0;11563251.0;16650221.0;4314976.0;0.2592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Tongue Cat;0;0;1;2774.0;LUIS;3.54;25.91;-60.97;958297.0;283458365.0;1000000000.0;3380732.0;0.003381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dypius [New];0;1;0;1204.0;DYP;-0.49;-5.78;1.47;646286.0;8358796.0;88744341.0;6781636.0;0.07732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cheems;0;0;1;1173.0;CHEEMS;0.72;-9.79;-40.38;236714.0;80840994.0;2550834901.0;7471854.0;0.002929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Swash;1;0;0;954.0;SWASH;0.13;1.43;-16.04;214772.0;13524396.0;968301137.0;15366707.0;0.01587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Metafluence;1;0;0;3406.0;METO;-0.38;-0.69;8.17;176067.0;169708330.0;1805308982.0;1872947.0;0.001037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
All Street Bets;0;0;1;3231.0;BETS;-0.11;12.7;-56.93;252772.0;468484429.0;10000000000.0;5395522.0;0.0005387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CatElonMars;0;0;1;5511.0;CATELON;0.0;7.34;-57.68;4483.0;81032223.0;930000000.0;51449.0;5,53E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MemePad;0;0;1;4667.0;MEPAD;2.66;5.23;-13.74;20011.0;9413022.0;453537445.0;964191.0;0.002126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Capybara;0;0;1;5948.0;CAPY;0.0;0.38;-32.81;1715.0;166619676.0;69000000000.0;710242.0;1,03E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MultiversX;0;1;0;74.0;EGLD;0.48;0.89;-21.31;25784729.0;634119.0;26833769.0;1091647933.0;40.69;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
enqAI;1;0;0;3267.0;enqAI;0.43;2.99;-18.45;231192.0;5886437.0;1000000000.0;39275338.0;0.03928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
bitsCrunch;1;0;0;3546.0;BCUT;-1.14;0.01;-23.11;135224.0;775244.0;107881105.0;18817452.0;0.1745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
IQ;1;0;0;314.0;IQ;0.02;7.41;-12.95;15080651.0;1638207344.0;18032726356.0;166112463.0;0.009214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Based Shiba Inu;0;0;1;2609.0;BSHIB;-3.42;9.46;-32.69;2239312.0;4286070619.0;10000000000.0;5224627.0;0.0005225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Nemesis Downfall;0;1;0;1754.0;ND;0.56;-25.44;-43.14;181503.0;1493029846.0;6912194283.0;840387.0;0.0001216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Dvision Network;0;1;0;909.0;DVI;-0.42;-0.61;-36.09;555594.0;23860372.0;733196290.0;16967773.0;0.02314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Work X;1;0;0;2772.0;WORK;1.33;-1.5;-20.89;960756.0;2815916.0;11329998.0;3865654.0;0.3413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Spix;0;0;1;3919.0;SPX;-0.04;389.26;1610.43;70879.0;63887507885.0;300000000000.0;332832.0;1,11E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Monkecoin;0;0;1;6887.0;MONKE;-0.8;1.94;-57.09;199.0;47367456.0;10000000000.0;42029.0;4,20E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Doge Of Grok AI;0;0;1;6718.0;DOGEGROKAI;0.0;1.3;-30.35;289.0;178659120.0;10000000000.0;16185.0;1,62E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SNOOPYBABE;0;0;1;5488.0;SBABE;0.48;-8.12;-40.44;4659.0;482724438.0;10000000000.0;96505.0;9,65E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Pussy Financial;0;0;1;1610.0;PUSSY;0.0;-0.21;-14.36;602.0;66790328.0;164756994741.0;1485100.0;9,01E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Sipher;0;1;0;4499.0;SIPHER;0.03;4.97;-14.92;25605.0;99536.0;114340911.0;29413721.0;0.2572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
404Aliens;0;0;1;1868.0;404A;-0.21;9.39;4.43;231251.0;4475.0;10000.0;516787.0;51.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pixels;0;1;0;191.0;PIXEL;1.79;2.85;-38.59;51870822.0;127064163.0;771041667.0;314160513.0;0.4077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Equilibrium Games;0;1;0;3476.0;EQ;-0.02;4.09;-14.92;151125.0;4505004.0;83000000.0;2784321.0;0.03355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
All In;1;0;0;1693.0;ALLIN;0.81;2.11;-18.12;162020.0;141738.0;951588.0;1093354.0;1.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
analoS;0;0;1;1231.0;ANALOS;1.34;5.14;-19.61;5140813.0;69372031446.0;82080218235.0;6074146.0;7,40E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Human;1;0;0;3300.0;HMT;-0.19;-3.89;-27.94;213284.0;6508357.0;230553677.0;7555438.0;0.03277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BABYTRUMP;0;0;1;4242.0;BABYTRUMP;2.47;18.89;-23.86;38652.0;1055607.0;39694577.0;1453456.0;0.03662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Meta Merge;0;1;0;3137.0;MMM;-2.62;0.5;-5.33;309792.0;269857710.0;200000000.0;229596.0;0.001148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LIZARD;0;0;1;5722.0;LIZARD;0.0;22.95;-59.14;2764.0;8567513.0;420000000.0;135498.0;0.0003226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gaimin;1;1;0;571.0;GMRX;0.75;2.45;-22.57;1414311.0;163358709.0;6634129332.0;57661262.0;0.008691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Elumia Crowns;0;1;0;2484.0;ELU;0.73;10.74;-26.39;9236307.0;1005955554.0;600932562.0;5517538.0;0.009182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Battle World;0;1;0;1401.0;BWO;0.03;-3.9;-43.19;237333.0;50461805.0;690058960.0;3231716.0;0.004703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Pouwifhat;0;0;1;6775.0;POU;0.35;3.43;-15.75;255.0;2123573.0;99999310.0;12030.0;0.0001203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MyNeighborAlice;0;1;0;472.0;ALICE;0.45;2.54;-30.42;9403769.0;7609438.0;67913333.0;83900190.0;1.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
ROCKI;0;1;0;2021.0;ROCKI;-3.74;8.78;-6.35;51233.0;1691248.0;8057237.0;244256.0;0.03029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Decentral Games;0;1;0;1087.0;DG;0.0;3.26;-16.1;143.0;6635.0;442416060.0;9519805.0;0.02152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rake Coin;0;1;0;3574.0;RAKE;0.36;0.79;-10.34;129548.0;1541977665.0;46805803702.0;3932348.0;8,40E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MetaFighter;0;1;0;1688.0;MF;0.24;2.92;4.12;112220.0;62163222.0;614033258.0;1109733.0;0.001805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
MEGAHERO;0;0;1;5710.0;MEGAHERO;-4.47;-4.13;-23.51;2856.0;45968.0;1000000.0;62127.0;0.06213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Grok X Ai GROK X;0;0;1;7589.0;AI;0.0;-50.2;16.02;30.0;56388.0;200000000.0;105164.0;0.0005258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TokenFi;1;0;1;419.0;TOKEN;1.36;7.54;-7.21;17887361.0;168680341.0;1000019789.0;106046148.0;0.1064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Streamr;1;0;0;565.0;DATA;0.52;3.45;-14.73;4089415.0;70793682.0;1028693853.0;59409671.0;0.05783;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GuildFi;0;1;0;293.0;GF;-0.7;-3.04;-25.08;3456403.0;10982442.0;587870634.0;184518316.0;0.3136;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Matthew Box 404;0;1;0;4182.0;MB4;0.75;-2.33;-11.18;43405.0;729.0;40000.0;2380896.0;59.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Robonomics.network;1;0;0;1050.0;XRT;0.37;0.56;-23.4;30861.0;4720.0;1665451.0;10888512.0;6.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
i dont know;0;0;1;3200.0;IDK;-10.73;7.29;-31.37;272746.0;1810777403.0;999999972.0;150624.0;0.0001506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FourCoin;0;0;1;3284.0;FOUR;-0.22;1.47;-14.06;220406.0;95017278781.0;444000000000.0;1029923.0;2.32e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TRUMP INU TRUMP;0;0;1;4959.0;INU;0.0;15.38;-38.7;13378.0;877866613.0;100000000000.0;1523957.0;1,52E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Satellite Doge-1 Mission;0;0;1;4115.0;DOGE-1;-3.88;61.52;11.6;50518.0;29360530.0;1000000000.0;1720612.0;0.001721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
flokiwifhat;0;0;1;7077.0;FIF;0.0;-0.13;-6.41;127.0;6367650.0;999000000.0;19895.0;1,99E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Xtremeverse;0;1;0;4543.0;XTREME;0.0;30.97;36.9;24051.0;42.0;3000.0;1710251.0;570.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SKALE;0;1;0;133.0;SKL;0.81;1.18;-17.58;43337481.0;459961851.0;5339102671.0;502508753.0;0.09422;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MFERS;0;0;1;4207.0;MFERS;6.58;12.16;-35.87;41455.0;1718204.0;100000000.0;2412710.0;0.02413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Oracle AI;1;0;0;2954.0;ORACLE;0.48;3.55;-27.33;490980.0;111264440.0;968411318.0;4273336.0;0.004413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UnleashClub;0;0;1;3041.0;UNLEASH;0.29;-1.24;-15.67;390545.0;3896759027.0;10000000000.0;1002230.0;0.0001002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
